"abbr","country","topic","subtopic","topic_slug","subtopic_slug","sentence",value,"source_doc"
"HU","Hungary","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Independent media outlets face systemic obstruction and intimidation.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","Whilst the Media Authority has adequate resources, the independence and effectiveness of the Media Council is at risk.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The Editors-in-Chief’s Forum Hungary (Főszerkesztők Fóruma) is an industry NGO established in 2012.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The plurality of the media market is at high risk in Hungary.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Transparency of media ownership is not regulated in sector-specific legislation.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","State advertising allows the Government to exert indirect political influence over the media.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","Civil society remains under pressure, especially when taking a critical stance towards the Government.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","While the Commissioner for Fundamental Rights was accredited with ‘A’ status, its re-accreditation was deferred.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The use of public consultations and impact assessments has diminished.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","On 11 March 2020, a ‘state of danger’ was declared by the Government in response to the COVID-19 pandemic.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"HU","Hungary","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","New rules on the constitutional complaint procedure were introduced by the ‘omnibus’ legislation in December 2019.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0316&from=EN"
"IE","Ireland","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","In the 2019 Corruption Perceptions Index of Transparency International, Ireland scored 74/100 and ranked 8th in the EU and 18th globally.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Prevention","anti-corruption","prevention","The legal and institutional framework for fighting corruption has seen some important modifications recently.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Prevention","anti-corruption","prevention","The competences and responsibilities for the development and implementation of anti-corruption policies as well as for preventing, detecting, investigating and prosecuting corruption are shared between several authorities in Ireland.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Prevention","anti-corruption","prevention","Prevention of corruption and promotion of integrity measures are in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Prevention","anti-corruption","prevention","General rules and procedures concerning conflicts of interest are set out in the Ethics Acts.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Prevention","anti-corruption","prevention","The investigation and monitoring of ethics compliance faces some legislative and structural obstacles.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Represive measures","anti-corruption","represive-measures","Following completion of corruption investigations by An Garda Síochána, a file is submitted to the office of the Director of Public Prosecutions, unless the investigation was discontinued due to insufficient evidence.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Represive measures","anti-corruption","represive-measures","An assessment of the anti-corruption structures and procedures in criminal law enforcement is ongoing.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Anti-corruption","Represive measures","anti-corruption","represive-measures","Some high-level corruption cases have been dealt with by Tribunals of Inquiry.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Efficiency","justice","efficiency","The ongoing review of the civil justice system looks at improving procedures and practices to ensure timely hearings.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Efficiency","justice","efficiency","The criminal trial procedure is in course of revision.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Efficiency","justice","efficiency","A compensation scheme for cases of excessive length of court proceedings is still lacking.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Independence","justice","independence","An independent Judicial Council tasked with safeguarding judicial independence was established at the end of 2019.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Independence","justice","independence","The perceived independence of courts and judges among the general public and among companies is high.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Independence","justice","independence","A planned reform aims at reorganising the system for judicial appointments and promotion.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Independence","justice","independence","A new body in charge of disciplinary proceedings against judges has been established, improving accountability of judges.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Independence","justice","independence","The newly established Personal Injuries Guidelines Committee is in charge of compiling general guidelines as to the level of damages that may be awarded by courts.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Quality","justice","quality","The justice system budget and the number of judges remain below EU average.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Quality","justice","quality","A Review Group has been established to assess the administration of civil justice, with a view to inter alia improve access to justice and reducing the cost of litigation.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Quality","justice","quality","The Legal Services Regulatory Authority is taking measures to tackle remaining barriers in the legal services market.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Quality","justice","quality","Work is ongoing on the digitalisation of the justice system.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Justice","Quality","justice","quality","Measures have been taken to facilitate the continued operations of courts during the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The new Government has pledged to reform the defamation laws.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Access to information is overall ensured.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The regulator for audiovisual media services, the Broadcasting Authority of Ireland (BAI) is considered to be effective, transparent and independent.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","In January 2020, the Minister for Communications introduced a draft Online Safety and Media Regulation Bill in order to transpose parts of the revised AVMSD.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The Press Council of Ireland (PCI) and the Office of the Press Ombudsman (PO) consider press complaints.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","In 2019 the BAI concluded a contract with Dublin City University to update and publish annually the information on ownership and control arrangements and changes thereto.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","There are no specific rules on state advertising in media.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","Ireland has a vibrant and diverse civil society, although funding restrictions have raised some concerns.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","The Irish Human Rights and Equality Commission is accredited with ‘A’ status.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","A practice of consultation process of draft Bills and Laws exists.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IE","Ireland","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Legislative measures to tackle the COVID-19 pandemic were adopted via normal legislative procedure, with a focused discussion.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0306&from=EN"
"IT","Italy","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Italy scores 53/100 on the latest Transparency International Corruption Perception Index and ranks 15th in the EU and 51th globally.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","A revision of the level of sanctions for corruption related offences has been carried out recently.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","The powers and capacity of the National Anti-corruption Authority have been strengthened as regards its preventive role to fight corruption.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","The Specialised police, Guardia di Finanza, is specifically tasked to counter corruption.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","Whistleblowing legislation in the private sector is based on voluntary compliance programmes.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","The conflict of interest regime is fragmented.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Prevention","anti-corruption","prevention","Lobbying and ‘revolving doors’ need attention.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Represive measures","anti-corruption","represive-measures","Anti-corruption institutions cooperate to counter the infiltration of organised crime in public administration.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Anti-corruption","Represive measures","anti-corruption","represive-measures","Criminal organisations are increasingly resorting to corruptive practices to achieve their goals.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Efficiency","justice","efficiency","The justice system continues to experience serious challenges relating to the length of proceedings.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Efficiency","justice","efficiency","Reforms to address the efficiency challenges of civil and criminal proceedings are under discussion in Parliament.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Independence","justice","independence","A solid legislative framework is in place to safeguard judicial independence for both judges and prosecutors.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Independence","justice","independence","The level of perceived judicial independence in Italy is low.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Independence","justice","independence","A reform of the High Council for the Judiciary and other aspects of the justice system has been proposed by the Government.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Resources have been allocated for additional magistrates and administrative staff.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Ongoing reforms aim at further improving the digitalisation of the justice system.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","The pre-existing digital solutions and the legal framework allowed for some of the court activities to be maintained during the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Online access to judgments is being improved.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Reforms are pending in Parliament to restructure and increase the specialisation of the first and second instance tax courts.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Standards have been introduced to improve the quality of judicial decisions.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Justice","Quality","justice","quality","Proximity offices have been established to enhance the courts’ accessibility.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Italy’s Ordine dei giornalisti is a non-profit body of public law founded in 1963 and represents the journalistic profession.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Physical attacks and death threats against journalists are an issue of concern.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","A Coordination Centre dealing with acts against journalists has been set up.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The regulator for audiovisual media services is independent.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The principle of transparency of media ownership is enshrined in the Constitution.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Robust rules on state advertising are in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The political independence of the Italian media remains an issue.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The laws on defamation are currently under scrutiny.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Rules on administrative transparency and access to public information are in force.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","The Constitutional Court has adopted internal rules to encourage an increased participation of civil society and the general public in its proceedings.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","Italy has a vibrant and diverse civil society.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","Establishment of an independent human rights institution is under consideration.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The Government declared the state of health emergency and made use of decree-laws to tackle the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"IT","Italy","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Regulatory impact assessments and stakeholders’ consultations have improved, but they need to be more systematic.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0311&from=EN"
"LT","Lithuania","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Lithuania scores 60/100 on the Transparency international Corruption Perception Index and ranks 11th in the European Union and 35th globally.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Prevention","anti-corruption","prevention","The legislative framework is broadly in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Prevention","anti-corruption","prevention","The implementation of the National Anti-Corruption Programme for 2015-2025 is ongoing, though some of the measures foreseen are lagging behind.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Prevention","anti-corruption","prevention","Reforms aiming at strengthening the framework of conflicts of interests have been adopted.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Prevention","anti-corruption","prevention","The Chief Official Ethics Commission (COEC) is tasked with supervising lobbying activities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Prevention","anti-corruption","prevention","Legal protection of whistle-blowers is in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Represive measures","anti-corruption","represive-measures","The competences for anti-corruption policies as well as for preventing, investigating and prosecuting corruption are divided between several authorities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Anti-corruption","Represive measures","anti-corruption","represive-measures","The divisions of organised crime and corruption investigation within the Prosecutor General’s Office and the regional prosecutor’s offices conduct and coordinate pre-trial investigations carried out by the organised crime investigation divisions of the criminal police and the STT.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Efficiency","justice","efficiency","The justice system presents good results in terms of efficiency.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Efficiency","justice","efficiency","New measures to further improve efficiency are foreseen.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Independence","justice","independence","In 2020, new legal provisions on appointments of the judiciary came into force.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Independence","justice","independence","The level of perceived judicial independence is average to high among the general public and companies.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Independence","justice","independence","The Constitutional Court has clarified the scope of the functional immunity of judges.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Independence","justice","independence","Members of the judiciary are suspected of being involved in corruption cases.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Independence","justice","independence","The Constitutional Court ruled that the dismissal of the Chairperson of the Civil Division of the Supreme Court was unconstitutional.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Quality","justice","quality","A number of reforms have been implemented, including a comprehensive reform of the judicial map.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Quality","justice","quality","The structure of the Supreme Court has been modified.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Quality","justice","quality","The use of digital tools in the justice system is widespread.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Justice","Quality","justice","quality","The pre-existing digital solutions and the legal framework allowed for some of the court activities to be maintained during the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The right to information is enshrined in the Lithuanian Constitution, and the Law on the Provision of Information to the Public regulates the public’s right to access administrative documents held by public authorities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","A legal framework for journalists’ protection is in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The institutional framework consists of several bodies.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Lithuanian law provides safeguards to ensure transparency of media ownership.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","A new strategy aims to strengthen media independence.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Other Institutional Issues","Accessibility","other-institutional-issues","accessibility","The possibility of individual constitutional review was introduced in 2019.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","An extensive legal framework ensures the participation of civil society organisations in the decision-making process.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","Independent authorities are active in safeguarding fundamental rights.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The transparency of the legislative process and the involvement of stakeholders are enshrined in law.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LT","Lithuania","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The Government adopted measures in the context of the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0314&from=EN"
"LU","Luxembourg","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","In the latest Corruption Perceptions Index by Transparency International, Luxembourg scored 80/100, and ranked 5th in the European Union and 9th globally.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Prevention","anti-corruption","prevention","No national anti-corruption strategy is in place.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Prevention","anti-corruption","prevention","The institutional framework to prevent and fight corruption is divided between several authorities.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Prevention","anti-corruption","prevention","Legislation has been adopted with regard to conflicts of interest and declarations of assets for members of Government and civil servants.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Prevention","anti-corruption","prevention","Lobbying and ‘revolving doors’ are not regulated.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Prevention","anti-corruption","prevention","A National Action Plan to improve the legislation on access to information for 2019-2021 has been adopted.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
"LU","Luxembourg","Anti-corruption","Represive measures","anti-corruption","represive-measures","The Court of Audit controls the financial management of the organs, administrations and services of the State.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0315&from=EN"
